,open,high,low,close,volume,turnover,bias_q20,liquidity_premium_z_300,position,close_diff,change_rate,executable_position,position_change,gross_strategy_returns,percentage_fees,strategy_returns,cum_returns,gross_point_pnl,point_fees,point_pnl,cum_point_pnl
2020-08-07 11:00:00,307.923388038,308.181241758,307.223499367,307.324799043,4317877.0,1442709722.952,0.7833333333333333,1.6998444695580148,1.0,-0.589379933000032,-0.001914104556536067,1.0,0.0,-0.001914104556536067,0.0,-0.001914104556536067,2.1510176455472543,-0.589379933000032,0.0,-0.589379933000032,208.50568923115978
2020-08-07 12:00:00,307.324799043,308.107569267,307.002481892,307.481353087,4127442.0,1378675753.834,0.7666666666666667,0.8943303297875126,1.0,0.1565540440000177,0.0005094090827928444,1.0,0.0,0.0005094090827928444,0.0,0.0005094090827928444,2.152113393473144,0.1565540440000177,0.0,0.1565540440000177,208.6622432751598
2020-08-07 13:00:00,307.49977121,307.633302602,306.578865064,306.717000986,5960707.0,1987697324.471,0.65,1.155218608480054,1.0,-0.7643521009999859,-0.0024858486322053563,1.0,0.0,-0.0024858486322053563,0.0,-0.0024858486322053563,2.146763565337628,-0.7643521009999859,0.0,-0.7643521009999859,207.8978911741598
2020-08-07 14:00:00,306.726210048,307.186663121,306.017112315,306.841323316,8291830.0,2761385644.369,0.6,1.1572975842668975,1.0,0.12432232999998405,0.00040533237349182905,1.0,0.0,0.00040533237349182905,0.0,0.00040533237349182905,2.147633718108892,0.12432232999998405,0.0,0.12432232999998405,208.0222135041598
2020-08-07 15:00:00,306.836718785,308.393050172,306.519006165,308.107569267,17371313.0,5802153625.07,0.8,1.575335202417776,1.0,1.2662459509999735,0.004126712586544068,1.0,0.0,0.004126712586544068,0.0,0.004126712586544068,2.156496385204698,1.2662459509999735,0.0,1.2662459509999735,209.28845945515977
2020-08-10 09:00:00,308.558813278,309.046893536,308.475931725,308.586440463,3968055.0,1330364018.161,0.85,1.3127879422140118,1.0,0.47887119600000005,0.001554233792890214,1.0,0.0,0.001554233792890214,0.0,0.001554233792890214,2.159848084760829,0.47887119600000005,0.0,0.47887119600000005,209.76733065115977
2020-08-10 10:00:00,308.595649524,308.867316837,307.011690953,307.085363445,6490845.0,2172496182.448,0.5,1.1041352294970228,1.0,-1.5010770179999895,-0.00486436479758412,1.0,0.0,-0.00486436479758412,0.0,-0.00486436479758412,2.149341795769189,-1.5010770179999895,0.0,-1.5010770179999895,208.26625363315978
2020-08-10 11:00:00,307.085363445,308.512767971,306.620305841,308.50355891,5243330.0,1752060614.224,0.7166666666666667,0.6747321177262745,1.0,1.4181954649999966,0.004618245067397941,1.0,0.0,0.004618245067397941,0.0,0.004618245067397941,2.1592679829156523,1.4181954649999966,0.0,1.4181954649999966,209.68444909815977
2020-08-10 12:00:00,308.485140787,308.76141263,307.895760853,308.641786922,3127771.0,1047366609.542,0.7,0.16853328336342355,1.0,0.13822801200001322,0.0004480596998244213,1.0,0.0,0.0004480596998244213,0.0,0.0004480596998244213,2.1602354638799177,0.13822801200001322,0.0,0.13822801200001322,209.8226771101598
2020-08-10 13:00:00,308.650903893,308.908757614,308.420677356,308.551446029,3308621.0,1108991366.991,0.6666666666666666,0.21499552150620693,1.0,-0.09034089300001824,-0.00029270467197906047,1.0,0.0,-0.00029270467197906047,0.0,-0.00029270467197906047,2.1596031528670654,-0.09034089300001824,0.0,-0.09034089300001824,209.73233621715977
2020-08-10 14:00:00,308.544999686,308.968616513,308.310168619,308.922571206,4466153.0,1496543533.739,0.6666666666666666,0.28781542562089246,1.0,0.37112517700001035,0.001202798372123448,1.0,0.0,0.001202798372123448,0.0,0.001202798372123448,2.1622007200237667,0.37112517700001035,0.0,0.37112517700001035,210.10346139415978
2020-08-10 15:00:00,308.919808487,309.212656642,308.393050172,309.028475413,12318544.0,4129551271.693,0.65,0.6655316930361043,1.0,0.10590420700003733,0.00034281796434165734,1.0,0.0,0.00034281796434165734,0.0,0.00034281796434165734,2.1629419612731033,0.10590420700003733,0.0,0.10590420700003733,210.20936560115982
2020-08-11 09:00:00,310.20723528,310.594015861,309.737573145,309.95859062,5680852.0,1913253170.891,0.85,0.6616839337626871,1.0,0.9301152069999716,0.0030098042122395086,1.0,0.0,0.0030098042122395086,0.0,0.0030098042122395086,2.169451993098973,0.9301152069999716,0.0,0.9301152069999716,211.1394808081598
2020-08-11 10:00:00,309.95859062,310.188817157,309.000848228,310.119749196,7317689.0,2459970087.592,0.8333333333333334,0.7076093659199897,1.0,0.16115857599999117,0.0005199358265168819,1.0,0.0,0.0005199358265168819,0.0,0.0005199358265168819,2.1705799689140934,0.16115857599999117,0.0,0.16115857599999117,211.30063938415978
2020-08-11 11:00:00,310.124353726,310.538761492,309.802036575,309.912545313,5199941.0,1751611678.386,0.7166666666666667,0.8451892159265266,1.0,-0.20720388299997694,-0.0006681415277071112,1.0,0.0,-0.0006681415277071112,0.0,-0.0006681415277071112,2.169129714297653,-0.20720388299997694,0.0,-0.20720388299997694,211.0934355011598
2020-08-11 12:00:00,309.89412719,310.538761492,309.654691592,310.289195927,5357924.0,1803241924.281,0.7666666666666667,0.7155318218761714,1.0,0.3766506139999706,0.001215344843880306,1.0,0.0,0.001215344843880306,0.0,0.001215344843880306,2.171765954911632,0.3766506139999706,0.0,0.3766506139999706,211.47008611515977
2020-08-11 13:00:00,310.290116833,310.84266052,310.161189972,310.594015861,4706104.0,1586409854.993,0.7666666666666667,0.8867139298852055,1.0,0.3048199340000224,0.0009823736630254487,1.0,0.0,0.0009823736630254487,0.0,0.0009823736630254487,2.173899440587993,0.3048199340000224,0.0,0.3048199340000224,211.7749060491598
2020-08-11 14:00:00,310.594936767,310.699920068,309.194238519,309.599437223,6082609.0,2046296537.521,0.4166666666666667,0.792216094826131,1.0,-0.9945786380000072,-0.0032021822289233226,1.0,0.0,-0.0032021822289233226,0.0,-0.0032021822289233226,2.1669382184318757,-0.9945786380000072,0.0,-0.9945786380000072,210.7803274111598
2020-08-11 15:00:00,309.597963773,309.774409391,305.750049533,306.477565388,26499406.0,8845399494.688,0.18333333333333332,0.9896043841568799,1.0,-3.121871834999979,-0.010083583688013431,1.0,0.0,-0.010083583688013431,0.0,-0.010083583688013431,2.1450877155595633,-3.121871834999979,0.0,-3.121871834999979,207.6584555761598
2020-08-12 09:00:00,308.908757614,309.857290944,308.899548552,309.732047708,6112717.0,2051156471.627,0.31666666666666665,1.2518184038795805,1.0,3.2544823199999655,0.01061899038476044,1.0,0.0,0.01061899038476044,0.0,0.01061899038476044,2.167866381385558,3.2544823199999655,0.0,3.2544823199999655,210.91293789615978
2020-08-12 10:00:00,309.728364084,310.801219744,309.534973793,310.640153259,5988907.0,2016819846.732,0.5166666666666667,1.3445220914305966,1.0,0.9081055510000056,0.002931906974818821,1.0,0.0,0.002931906974818821,0.0,0.002931906974818821,2.1742223639496174,0.9081055510000056,0.0,0.9081055510000056,211.82104344715978
2020-08-12 11:00:00,310.646047058,310.934751135,310.259358567,310.584806799,4907809.0,1652161853.733,0.45,1.3892778828572403,1.0,-0.055346460000009756,-0.00017816904678724654,1.0,0.0,-0.00017816904678724654,0.0,-0.00017816904678724654,2.173834984823529,-0.055346460000009756,0.0,-0.055346460000009756,211.76569698715977
2020-08-12 12:00:00,310.593279136,311.09130518,310.382207447,310.409834632,5287284.0,1778782119.624,0.2833333333333333,1.184778650412746,1.0,-0.17497216699996443,-0.0005633635746812304,1.0,0.0,-0.0005633635746812304,0.0,-0.0005633635746812304,2.172610325375712,-0.17497216699996443,0.0,-0.17497216699996443,211.5907248201598
2020-08-12 13:00:00,310.409834632,311.109723303,309.940172497,311.109723303,5224109.0,1756791872.006,0.4666666666666667,1.2219250283618022,1.0,0.6998886709999965,0.0022547245380601932,1.0,0.0,0.0022547245380601932,0.0,0.0022547245380601932,2.1775089631879796,0.6998886709999965,0.0,0.6998886709999965,212.2906134911598
2020-08-12 14:00:00,311.100606332,311.247859225,310.856474113,311.146559549,5022792.0,1694156693.852,0.4166666666666667,1.5346808486878447,1.0,0.03683624600000712,0.00011840274745811286,1.0,0.0,0.00011840274745811286,0.0,0.00011840274745811286,2.1777667862318357,0.03683624600000712,0.0,0.03683624600000712,212.3274497371598
2020-08-12 15:00:00,311.15576861,311.524131068,310.575597738,310.750569906,15003477.0,5061956180.978,0.16666666666666666,2.0775986550512484,1.0,-0.39598964300000716,-0.0012726788416814738,1.0,0.0,-0.0012726788416814738,0.0,-0.0012726788416814738,2.174995188520882,-0.39598964300000716,0.0,-0.39598964300000716,211.9314600941598
2020-08-13 09:00:00,309.986217805,311.128141426,309.848081883,311.118840274,4378101.0,1476338389.79,0.2,2.0005417312925187,1.0,0.36827036799996904,0.0011850995739488557,1.0,0.0,0.0011850995739488557,0.0,0.0011850995739488557,2.177572774392139,0.36827036799996904,0.0,0.36827036799996904,212.29973046215977
2020-08-13 10:00:00,311.114327833,311.247859225,310.603224922,311.137350487,4323468.0,1460027776.889,0.11666666666666667,2.014537675406241,1.0,0.01851021300001321,5.94956351203102e-05,1.0,0.0,5.94956351203102e-05,0.0,5.94956351203102e-05,2.177702330467372,0.01851021300001321,0.0,0.01851021300001321,212.31824067515979
2020-08-13 11:00:00,311.141955018,311.376786085,310.796615213,310.928581064,3680401.0,1243243234.109,0.05,2.117255969228352,1.0,-0.20876942299997836,-0.000670987982230975,1.0,0.0,-0.000670987982230975,0.0,-0.000670987982230975,2.1762411183747523,-0.20876942299997836,0.0,-0.20876942299997836,212.1094712521598
2020-08-13 12:00:00,310.930146604,311.367577024,310.925542073,311.358367962,2166843.0,732277190.257,0.05,1.8528113828365296,1.0,0.4297868979999748,0.001382268868719727,1.0,0.0,0.001382268868719727,0.0,0.001382268868719727,2.1792492687235097,0.4297868979999748,0.0,0.4297868979999748,212.53925815015978
2020-08-13 13:00:00,311.367484933,311.497793153,310.40062557,310.962378319,5010305.0,1691888720.501,0.03333333333333333,1.7092499736551645,1.0,-0.39598964300000716,-0.0012718130737643385,1.0,0.0,-0.0012718130737643385,0.0,-0.0012718130737643385,2.1764776710125555,-0.39598964300000716,0.0,-0.39598964300000716,212.14326850715977
2020-08-13 14:00:00,310.957773789,311.017632688,309.267911011,309.673109715,7871117.0,2650748956.685,0.03333333333333333,1.6972790933642194,1.0,-1.2892686039999717,-0.004146059761214516,1.0,0.0,-0.004146059761214516,0.0,-0.004146059761214516,2.1674538645195884,-1.2892686039999717,0.0,-1.2892686039999717,210.8539999031598
2020-08-13 15:00:00,309.654691592,310.667688353,309.38762881,310.188817157,10059025.0,3388420512.966,0.05,1.8366953692691075,1.0,0.5157074420000072,0.001665328457077342,1.0,0.0,0.001665328457077342,0.0,0.001665328457077342,2.1710633871195752,0.5157074420000072,0.0,0.5157074420000072,211.3697073451598
2020-08-14 09:00:00,309.802036575,310.124353726,309.332374441,310.096726542,3336531.0,1122156428.962,0.05,1.5910542787145363,1.0,-0.0920906150000178,-0.00029688567061847415,1.0,0.0,-0.00029688567061847415,0.0,-0.00029688567061847415,2.170418829509935,-0.0920906150000178,0.0,-0.0920906150000178,211.2776167301598
2020-08-14 10:00:00,310.096726542,310.391416509,309.5810191,309.981613274,4173171.0,1404798028.793,0.03333333333333333,1.4354934155195007,1.0,-0.11511326800001598,-0.0003712172949508208,1.0,0.0,-0.0003712172949508208,0.0,-0.0003712172949508208,2.1696131325031343,-0.11511326800001598,0.0,-0.11511326800001598,211.16250346215978
2020-08-14 11:00:00,309.995426866,310.658479291,309.755991268,310.290116833,2987621.0,1006787277.445,0.06666666666666667,1.0068527651730785,1.0,0.30850355900003024,0.0009952318001755778,1.0,0.0,0.0009952318001755778,0.0,0.0009952318001755778,2.17177240048668,0.30850355900003024,0.0,0.30850355900003024,211.4710070211598
2020-08-14 12:00:00,310.290116833,310.621643045,310.234862464,310.363789324,6051190.0,2039126834.972,0.06666666666666667,0.9157679306223367,1.0,0.07367249099996798,0.00023743099442508075,1.0,0.0,0.00023743099442508075,0.0,0.00023743099442508075,2.1722880465673926,0.07367249099996798,0.0,0.07367249099996798,211.54467951215977
2020-08-14 13:00:00,310.346292108,310.667780443,310.151980911,310.630852107,4790501.0,1614607590.695,0.11666666666666667,1.1427247372932567,1.0,0.2670627830000285,0.0008604830595144719,1.0,0.0,0.0008604830595144719,0.0,0.0008604830595144719,2.17415726363185,0.2670627830000285,0.0,0.2670627830000285,211.8117422951598
2020-08-14 14:00:00,310.630852107,310.732151783,309.935567967,309.995426866,6081355.0,2048987356.741,0.03333333333333333,1.3593572885202878,1.0,-0.6354252410000072,-0.0020455960400904694,1.0,0.0,-0.0020455960400904694,0.0,-0.0020455960400904694,2.1697098161428308,-0.6354252410000072,0.0,-0.6354252410000072,211.1763170541598
2020-08-14 15:00:00,309.995426866,310.234862464,309.07452072,310.198026218,15154186.0,5097525455.07,0.05,1.489368423243601,1.0,0.2025993519999929,0.0006535559380609346,1.0,0.0,0.0006535559380609346,0.0,0.0006535559380609346,2.17112784287704,0.2025993519999929,0.0,0.2025993519999929,211.3789164061598
2020-08-17 09:00:00,311.211022979,311.422831392,310.999214565,311.198774927,3894277.0,1315537290.271,0.18333333333333332,1.4315751165137138,1.0,1.0007487089999927,0.003226160788968757,1.0,0.0,0.003226160788968757,0.0,0.003226160788968757,2.178132250391568,1.0007487089999927,0.0,1.0007487089999927,212.37966511515978
2020-08-17 10:00:00,311.192604856,311.579385437,310.787406152,311.339949839,4037781.0,1364378432.603,0.2,1.4614691951023,1.0,0.14117491199999677,0.0004536486752979574,1.0,0.0,0.0004536486752979574,0.0,0.0004536486752979574,2.179120357201582,0.14117491199999677,0.0,0.14117491199999677,212.52084002715978
2020-08-17 11:00:00,311.348974719,311.441249515,311.017632688,311.229441102,3700683.0,1250294788.609,0.13333333333333333,1.7442495816883574,1.0,-0.1105087369999751,-0.000354945573342369,1.0,0.0,-0.000354945573342369,0.0,-0.000354945573342369,2.1783468880770127,-0.1105087369999751,0.0,-0.1105087369999751,212.4103312901598
2020-08-17 12:00:00,311.238650163,311.442170421,311.045259872,311.395204208,1945795.0,657544709.314,0.16666666666666666,1.1377225087493843,1.0,0.16576310599998578,0.0005326074082614429,1.0,0.0,0.0005326074082614429,0.0,0.0005326074082614429,2.179507091767366,0.16576310599998578,0.0,0.16576310599998578,212.5760943961598
2020-08-17 13:00:00,311.390599677,311.422739302,311.229441102,311.303113593,2048319.0,692467034.316,0.1,1.4416534428618841,1.0,-0.0920906150000178,-0.00029573549545902633,1.0,0.0,-0.00029573549545902633,0.0,-0.00029573549545902633,2.1788625341577257,-0.0920906150000178,0.0,-0.0920906150000178,212.48400378115977
2020-08-17 14:00:00,311.303113593,311.413622331,311.09130518,311.174186733,4598891.0,1553911958.554,0.06666666666666667,1.65314561000927,1.0,-0.12892685999997866,-0.00041415216992835013,1.0,0.0,-0.00041415216992835013,0.0,-0.00041415216992835013,2.1779601535112287,-0.12892685999997866,0.0,-0.12892685999997866,212.3550769211598
2020-08-17 15:00:00,311.183395794,311.413622331,310.879496766,311.183395794,8819358.0,2979921365.519,0.06666666666666667,2.0801845037365445,1.0,0.009209060999978647,2.9594553123679646e-05,1.0,0.0,2.9594553123679646e-05,0.0,2.9594553123679646e-05,2.178024609268693,0.009209060999978647,0.0,0.009209060999978647,212.36428598215977
2020-08-18 09:00:00,311.579385437,312.251646924,311.432040454,311.459667638,4137497.0,1400770175.2189999,0.1,1.8167473879176335,1.0,0.27627184400000715,0.0008878103643514823,1.0,0.0,0.0008878103643514823,0.0,0.0008878103643514823,2.1799582820906145,0.27627184400000715,0.0,0.27627184400000715,212.64055782615978
2020-08-18 10:00:00,311.459667638,311.680685113,309.986217805,310.939355666,6265233.0,2114364875.1,0.016666666666666666,1.300781118774837,1.0,-0.5203119720000018,-0.001670559709852193,1.0,0.0,-0.001670559709852193,0.0,-0.001670559709852193,2.176316531615395,-0.5203119720000018,0.0,-0.5203119720000018,212.12024585415978
2020-08-18 11:00:00,310.943960196,311.689894175,310.925542073,311.643848867,4709642.0,1591886271.492,0.11666666666666667,1.3976526826203044,1.0,0.7044932009999911,0.0022656932554936393,1.0,0.0,0.0022656932554936393,0.0,0.0022656932554936393,2.1812473973028954,0.7044932009999911,0.0,0.7044932009999911,212.82473905515977
2020-08-18 12:00:00,311.634639806,312.003002264,311.487294823,311.927672142,3003149.0,1016286268.394,0.2,1.1666737956859894,1.0,0.28382327500003157,0.0009107295909478452,1.0,0.0,0.0009107295909478452,0.0,0.0009107295909478452,2.183233923852797,0.28382327500003157,0.0,0.28382327500003157,213.1085623301598
2020-08-18 13:00:00,311.929329773,312.131929125,311.717521359,311.993793203,2463656.0,834620237.313,0.2,1.0538562919259178,1.0,0.06612106099998982,0.00021197561776409302,1.0,0.0,0.00021197561776409302,0.0,0.00021197561776409302,2.183696716212529,0.06612106099998982,0.0,0.06612106099998982,213.1746833911598
2020-08-18 14:00:00,311.998397734,312.177974432,311.749753074,312.113511002,3626221.0,1227230694.757,0.21666666666666667,1.317603822380977,1.0,0.11971779900000001,0.0003837185277659749,1.0,0.0,0.0003837185277659749,0.0,0.0003837185277659749,2.184534641101562,0.11971779900000001,0.0,0.11971779900000001,213.2944011901598
2020-08-18 15:00:00,312.108906471,312.279274108,311.524131068,311.855657281,10001285.0,3386546856.098,0.08333333333333333,1.7883323859868878,1.0,-0.2578537210000036,-0.0008261536649669665,1.0,0.0,-0.0008261536649669665,0.0,-0.0008261536649669665,2.1827298798015686,-0.2578537210000036,0.0,-0.2578537210000036,213.03654746915979
2020-08-19 09:00:00,312.233228801,312.368602004,311.837239158,311.920120711,3159454.0,1070815539.016,0.08333333333333333,1.6693303846428778,1.0,0.06446342999998933,0.0002067091889947914,1.0,0.0,0.0002067091889947914,0.0,0.0002067091889947914,2.1831810701248173,0.06446342999998933,0.0,0.06446342999998933,213.10101089915977
2020-08-19 10:00:00,311.91551618,312.491082522,311.91551618,312.403596438,4606687.0,1561930015.26,0.21666666666666667,1.964473450986094,1.0,0.48347572700004093,0.0015499985249363135,1.0,0.0,0.0015499985249363135,0.0,0.0015499985249363135,2.18656499756318,0.48347572700004093,0.0,0.48347572700004093,213.58448662615982
2020-08-19 11:00:00,312.398991907,312.748936243,312.187183494,312.647636567,6003002.0,2036655715.633,0.36666666666666664,2.195637566400486,1.0,0.24404012899998406,0.0007811693968395872,1.0,0.0,0.0007811693968395872,0.0,0.0007811693968395872,2.188273075223477,0.24404012899998406,0.0,0.24404012899998406,213.8285267551598
2020-08-19 12:00:00,312.656845628,312.693681874,312.224019739,312.334528477,4664173.0,1581263243.951,0.13333333333333333,1.657294338326091,1.0,-0.31310809000001427,-0.0010014727552015712,1.0,0.0,-0.0010014727552015712,0.0,-0.0010014727552015712,2.1860815793576993,-0.31310809000001427,0.0,-0.31310809000001427,213.51541866515979
2020-08-19 13:00:00,312.334528477,312.583173136,312.28848317,312.537035738,2258136.0,765840402.429,0.2,1.8797959304684098,1.0,0.20250726099999383,0.0006483665510421677,1.0,0.0,0.0006483665510421677,0.0,0.0006483665510421677,2.1874989615316043,0.20250726099999383,0.0,0.20250726099999383,213.71792592615978
2020-08-19 14:00:00,312.537127829,312.73051812,311.082096118,311.984584141,12818400.0,4338361518.98,0.03333333333333333,2.000525076958107,1.0,-0.5524515969999584,-0.0017676356201927756,1.0,0.0,-0.0017676356201927756,0.0,-0.0017676356201927756,2.1836322604480665,-0.5524515969999584,0.0,-0.5524515969999584,213.16547432915982
2020-08-19 15:00:00,311.993793203,312.003002264,309.995426866,310.557179615,25413894.0,8582611055.816999,0.016666666666666666,2.4408997524869096,1.0,-1.427404526000032,-0.004575240568152283,1.0,0.0,-0.004575240568152283,0.0,-0.004575240568152283,2.1736416175441384,-1.427404526000032,0.0,-1.427404526000032,211.7380698031598
2020-08-20 09:00:00,308.835085122,310.142771849,308.706158262,310.087517481,5416741.0,1820256655.6430001,0.016666666666666666,2.405173454264904,1.0,-0.46966213399997514,-0.001512320966406966,1.0,0.0,-0.001512320966406966,0.0,-0.001512320966406966,2.1703543737524718,-0.46966213399997514,0.0,-0.46966213399997514,211.2684076691598
2020-08-20 10:00:00,310.089175112,310.833451459,309.903336251,310.501925246,5947010.0,2004394108.618,0.03333333333333333,2.242959367222801,1.0,0.41440776499996446,0.001336421950700828,1.0,0.0,0.001336421950700828,0.0,0.001336421950700828,2.173254882978354,0.41440776499996446,0.0,0.41440776499996446,211.68281543415978
2020-08-20 11:00:00,310.506529777,311.100514241,310.124353726,311.008423627,3967376.0,1338106950.589,0.06666666666666667,2.0576634647890755,1.0,0.5064983810000285,0.0016312246070575576,1.0,0.0,0.0016312246070575576,0.0,0.0016312246070575576,2.176799949820876,0.5064983810000285,0.0,0.5064983810000285,212.1893138151598
2020-08-20 12:00:00,311.008423627,311.137350487,310.575597738,310.584806799,2835281.0,957160788.144,0.03333333333333333,1.751076994137425,1.0,-0.42361682800003564,-0.0013620750944935978,1.0,0.0,-0.0013620750944935978,0.0,-0.0013620750944935978,2.17383498482353,-0.42361682800003564,0.0,-0.42361682800003564,211.76569698715977
2020-08-20 13:00:00,310.580202269,311.036050811,310.465089,310.851869582,2181086.0,736024274.487,0.08333333333333333,1.604375319469917,1.0,0.2670627830000285,0.0008598707250122573,1.0,0.0,0.0008598707250122573,0.0,0.0008598707250122573,2.1757042018879873,0.2670627830000285,0.0,0.2670627830000285,212.0327597701598
2020-08-20 14:00:00,310.84266052,311.459667638,310.831149194,311.441249515,4074710.0,1376946803.116,0.11666666666666667,1.778264954049755,1.0,0.5893799329999752,0.0018960154037115373,1.0,0.0,0.0018960154037115373,0.0,0.0018960154037115373,2.1798293705686866,0.5893799329999752,0.0,0.5893799329999752,212.62213970315977
2020-08-20 15:00:00,311.441249515,312.003002264,311.054468934,311.524131068,13046797.0,4412762199.445,0.13333333333333333,2.061172710951694,1.0,0.08288155299999289,0.0002661225933593414,1.0,0.0,0.0002661225933593414,0.0,0.0002661225933593414,2.180409472413863,0.08288155299999289,0.0,0.08288155299999289,212.70502125615977
2020-08-21 09:00:00,311.192604856,311.874075404,310.851869582,311.708312298,6034936.0,2040769692.632,0.15,2.1219351263462354,1.0,0.1841812300000356,0.0005912262057150564,1.0,0.0,0.0005912262057150564,0.0,0.0005912262057150564,2.1816985876331434,0.1841812300000356,0.0,0.1841812300000356,212.8892024861598
2020-08-21 10:00:00,311.717521359,312.131929125,311.201813917,311.828030097,6433526.0,2177513565.127,0.16666666666666666,2.041065808100031,1.0,0.11971779900000001,0.00038406995988471415,1.0,0.0,0.00038406995988471415,0.0,0.00038406995988471415,2.182536512522176,0.11971779900000001,0.0,0.11971779900000001,213.0089202851598
2020-08-21 11:00:00,311.836962886,311.901702588,311.293904532,311.330740778,6850602.0,2317798694.539,0.1,2.2993395637268597,1.0,-0.4972893190000036,-0.0015947550284216572,1.0,0.0,-0.0015947550284216572,0.0,-0.0015947550284216572,2.1790559014441175,-0.4972893190000036,0.0,-0.4972893190000036,212.5116309661598
2020-08-21 12:00:00,311.332214228,311.993793203,311.174186733,311.772775728,3049047.0,1032117447.715,0.16666666666666666,1.8395414045215477,1.0,0.44203494999999293,0.0014198242964873486,1.0,0.0,0.0014198242964873486,0.0,0.0014198242964873486,2.182149777956392,0.44203494999999293,0.0,0.44203494999999293,212.9536659161598
2020-08-21 13:00:00,311.772775728,312.150347248,311.570176376,311.989188672,4535001.0,1535111742.651,0.21666666666666667,1.839262436537061,1.0,0.21641294400001243,0.00069413675871699,1.0,0.0,0.00069413675871699,0.0,0.00069413675871699,2.183664488330298,0.21641294400001243,0.0,0.21641294400001243,213.1700788601598
2020-08-21 14:00:00,311.993609022,312.610800321,311.892493527,312.537127829,3958197.0,1342401760.019,0.23333333333333334,1.8532453300709268,1.0,0.5479391569999734,0.0017562761047340558,1.0,0.0,0.0017562761047340558,0.0,0.0017562761047340558,2.1874996060919085,0.5479391569999734,0.0,0.5479391569999734,213.71801801715978
2020-08-21 15:00:00,312.537127829,312.850235919,312.297692231,312.629218444,13143106.0,4460257486.954,0.25,2.3572827129237397,1.0,0.0920906150000178,0.00029465496032332616,1.0,0.0,0.00029465496032332616,0.0,0.00029465496032332616,2.1881441637015486,0.0920906150000178,0.0,0.0920906150000178,213.8101086321598
2020-08-24 09:00:00,315.060410669,315.170919407,314.512471512,314.802556948,5897348.0,2016020310.691,0.7666666666666667,2.355934118217811,1.0,2.1733385040000144,0.0069518086467317275,1.0,0.0,0.0069518086467317275,0.0,0.0069518086467317275,2.203355723219065,2.1733385040000144,0.0,2.1733385040000144,215.9834471361598
2020-08-24 10:00:00,314.807161479,315.327473451,314.084250154,314.204060044,8215242.0,2806718697.084,0.7666666666666667,2.241478931006884,1.0,-0.598496904000001,-0.0019011818385543666,1.0,0.0,-0.0019011818385543666,0.0,-0.0019011818385543666,2.1991667433342057,-0.598496904000001,0.0,-0.598496904000001,215.3849502321598
2020-08-24 11:00:00,314.203967953,314.931483809,314.18554983,314.747302579,5120593.0,1747838653.58,0.7833333333333333,2.2871759101267566,1.0,0.5432425349999903,0.0017289481712106092,1.0,0.0,0.0017289481712106092,0.0,0.0017289481712106092,2.2029689886532804,0.5432425349999903,0.0,0.5432425349999903,215.9281927671598
2020-08-24 12:00:00,314.747302579,315.014365362,314.581539473,314.710466334,2611611.0,891522011.727,0.7666666666666667,2.058088352923836,1.0,-0.0368362450000177,-0.0001170343469131252,1.0,0.0,-0.0001170343469131252,0.0,-0.0001170343469131252,2.2027111656164235,-0.0368362450000177,0.0,-0.0368362450000177,215.89135652215978
2020-08-24 13:00:00,314.710466334,315.001841038,314.489448859,314.747302579,2591560.0,885828800.341,0.7666666666666667,1.802594347255793,1.0,0.0368362450000177,0.00011704804555479065,1.0,0.0,0.00011704804555479065,0.0,0.00011704804555479065,2.202968988653281,0.0368362450000177,0.0,0.0368362450000177,215.9281927671598
2020-08-24 14:00:00,314.747302579,314.931483809,314.296058568,314.553912289,3865569.0,1320649926.009,0.75,1.7315969537850262,1.0,-0.19339029000002483,-0.0006144303332082934,1.0,0.0,-0.0006144303332082934,0.0,-0.0006144303332082934,2.201615417683535,-0.19339029000002483,0.0,-0.19339029000002483,215.73480247715977
2020-08-24 15:00:00,314.56312135,315.870808078,314.157922646,315.797135586,12479036.0,4269433760.305,0.8833333333333333,1.7819590911345464,1.0,1.2432232970000427,0.003952337734263622,1.0,0.0,0.003952337734263622,0.0,0.003952337734263622,2.2103169453751823,1.2432232970000427,0.0,1.2432232970000427,216.97802577415982
2020-08-25 09:00:00,316.358888335,316.51544238,315.741881217,316.091825553,4200404.0,1441549462.685,0.9,1.6660243691266041,1.0,0.29468996699995387,0.0009331622544743734,1.0,0.0,0.0009331622544743734,0.0,0.0009331622544743734,2.2123795297190316,0.29468996699995387,0.0,0.29468996699995387,217.27271574115977
2020-08-25 10:00:00,316.091825553,316.211543352,315.198546591,315.576118111,6453747.0,2212301085.129,0.85,1.6774759675382809,1.0,-0.5157074419999503,-0.0016315114796079389,1.0,0.0,-0.0016315114796079389,0.0,-0.0016315114796079389,2.2087700071190453,-0.5157074419999503,0.0,-0.5157074419999503,216.75700829915982
2020-08-25 11:00:00,315.576118111,316.312843028,315.272219083,315.668208725,4594983.0,1575794086.322,0.8666666666666667,1.3623781917680917,1.0,0.09209061399997154,0.00029181743710893215,1.0,0.0,0.00029181743710893215,0.0,0.00029181743710893215,2.2094145647216856,0.09209061399997154,0.0,0.09209061399997154,216.8490989131598
2020-08-25 12:00:00,315.686626848,316.01354853,315.272219083,315.90257934,2765591.0,948160474.671,0.9,0.8632465331935317,1.0,0.2343706149999889,0.000742458722551298,1.0,0.0,0.000742458722551298,0.0,0.000742458722551298,2.211054963836995,0.2343706149999889,0.0,0.2343706149999889,217.08346952815978
